"Institution ID","Institution","Game Date","Opponent ID","Opponent Name","Score For","Score Against","Location"
"207","Eastern Wash.","10/27/12","667","Southern Utah","27","30","Away"
"207","Eastern Wash.","11/03/12","90","Cal Poly","34","17","Home"
"207","Eastern Wash.","11/10/12","108","UC Davis","31","28","Home"
"207","Eastern Wash.","11/17/12","550","Portland St.","41","34","Away"
"207","Eastern Wash.","12/01/12","748","Wagner","29","19","Home"
"207","Eastern Wash.","12/08/12","299","Illinois St.","51","35","Home"
"207","Eastern Wash.","12/15/12","624","Sam Houston St.","42","45","Home"
"228","Florida A&M","09/01/12","691","Tennessee St.","14","17","Away"
"228","Florida A&M","09/08/12","522","Oklahoma","13","69","Away"
"228","Florida A&M","09/15/12","270","Hampton","44","20","Home"
"228","Florida A&M","09/22/12","178","Delaware St.","24","22","Away"
"228","Florida A&M","09/29/12","665","Southern U.","14","21","Away"
"228","Florida A&M","10/06/12","290","Howard","10","17","Away"
"228","Florida A&M","10/13/12","632","Savannah St.","44","3","Home"
"228","Florida A&M","10/20/12","647","South Carolina St.","20","27","Home"
"228","Florida A&M","11/03/12","488","N.C. A&T","3","16","Away"
"228","Florida A&M","11/10/12","489","N.C. Central","22","21","Home"
"228","Florida A&M","11/17/12","61","Bethune-Cookman","16","21","Neutral Site"
"236","Fordham","08/30/12","360","Lock Haven","55","0","Home"
"236","Fordham","09/08/12","739","Villanova","13","28","Away"
"236","Fordham","09/15/12","167","Cornell","34","27","Home"
"236","Fordham","09/22/12","158","Columbia","20","13","Away"
"236","Fordham","09/29/12","352","Lehigh","31","34","Away"
"236","Fordham","10/06/12","251","Georgetown","38","31","Home"
"236","Fordham","10/13/12","140","Cincinnati","17","49","Away"
"236","Fordham","10/27/12","285","Holy Cross","36","32","Away"
"236","Fordham","11/03/12","83","Bucknell","24","27","Away"
"236","Fordham","11/10/12","342","Lafayette","36","27","Home"
"236","Fordham","11/17/12","153","Colgate","39","41","Home"
"244","Furman","09/01/12","625","Samford","21","24","Away"
"244","Furman","09/08/12","149","Coastal Caro.","45","47","Home"
"244","Furman","09/15/12","147","Clemson","7","41","Away"
"244","Furman","09/22/12","1320","Presbyterian","31","21","Away"
"244","Furman","09/29/12","769","Western Caro.","45","24","Home"
"244","Furman","10/06/12","2915","Wofford","17","20","Away"
"244","Furman","10/13/12","693","Chattanooga","10","31","Home"
"244","Furman","10/20/12","253","Ga. Southern","17","38","Home"
"244","Furman","10/27/12","1068","Elon","31","17","Away"
"244","Furman","11/10/12","27","Appalachian St.","28","33","Away"
"244","Furman","11/17/12","141","Citadel","20","42","Home"
"251","Georgetown","09/01/12","173","Davidson","35","14","Away"
"251","Georgetown","09/08/12","748","Wagner","13","10","Home"
"251","Georgetown","09/15/12","813","Yale","21","24","Home"
"251","Georgetown","09/21/12","554","Princeton","21","20","Away"
"251","Georgetown","09/29/12","80","Brown","10","37","Home"
"251","Georgetown","10/06/12","236","Fordham","31","38","Away"
"251","Georgetown","10/13/12","352","Lehigh","14","17","Home"
"251","Georgetown","10/20/12","153","Colgate","36","57","Away"
"251","Georgetown","10/27/12","342","Lafayette","20","17","Away"
"251","Georgetown","11/10/12","83","Bucknell","10","3","Home"
"251","Georgetown","11/17/12","285","Holy Cross","0","24","Home"
"253","Ga. Southern","09/01/12","316","Jacksonville","58","0","Home"
"253","Ga. Southern","09/08/12","141","Citadel","21","23","Away"
"253","Ga. Southern","09/22/12","1068","Elon","26","23","Home"
"253","Ga. Southern","09/29/12","625","Samford","35","16","Home"
"253","Ga. Southern","10/06/12","769","Western Caro.","45","13","Away"
"253","Ga. Southern","10/13/12","2915","Wofford","17","9","Home"
"253","Ga. Southern","10/20/12","244","Furman","38","17","Away"
"253","Ga. Southern","10/27/12","693","Chattanooga","39","31","Away"
"253","Ga. Southern","11/03/12","27","Appalachian St.","28","31","Home"
"253","Ga. Southern","11/10/12","290","Howard","69","26","Home"
"253","Ga. Southern","11/17/12","257","Georgia","14","45","Away"
"253","Ga. Southern","12/01/12","1004","Central Ark.","24","16","Home"
"253","Ga. Southern","12/08/12","523","Old Dominion","49","35","Away"
"253","Ga. Southern","12/14/12","493","North Dakota St.","20","23","Away"
"254","Georgia St.","08/30/12","647","South Carolina St.","6","33","Home"
"254","Georgia St.","09/08/12","694","Tennessee","13","51","Away"
"254","Georgia St.","09/15/12","706","UTSA","14","38","Home"
"254","Georgia St.","09/22/12","575","Richmond","14","35","Home"
"254","Georgia St.","09/29/12","786","William & Mary","3","35","Away"
"254","Georgia St.","10/06/12","469","New Hampshire","21","44","Home"
"254","Georgia St.","10/13/12","572","Rhode Island","41","7","Away"
"254","Georgia St.","10/20/12","739","Villanova","24","49","Home"
"254","Georgia St.","10/27/12","317","James Madison","21","28","Away"
"254","Georgia St.","11/03/12","523","Old Dominion","27","53","Home"
"254","Georgia St.","11/10/12","380","Maine","7","51","Away"
"261","Grambling","09/01/12","17","Alcorn St.","21","22","Away"
"261","Grambling","09/08/12","698","TCU","0","56","Away"
"261","Grambling","09/15/12","7","Alabama St.","18","19","Home"
"261","Grambling","09/29/12","6","Alabama A&M","17","38","Away"
"261","Grambling","10/06/12","553","Prairie View","14","31","Neutral Site"
"261","Grambling","10/13/12","432","Mississippi Val.","21","45","Away"
"261","Grambling","10/20/12","506391","Virginia-Lynchburg","22","7","Home"
"261","Grambling","10/27/12","699","Texas Southern","20","23","Away"
"261","Grambling","11/03/12","314","Jackson St.","17","53","Home"
"261","Grambling","11/10/12","2678","Ark.-Pine Bluff","17","24","Home"
"261","Grambling","11/24/12","665","Southern U.","33","38","Neutral Site"
"270","Hampton","08/30/12","692","Tennessee Tech","31","41","Away"
"270","Hampton","09/08/12","523","Old Dominion","7","45","Home"
"270","Hampton","09/15/12","228","Florida A&M","20","44","Away"
"270","Hampton","09/29/12","61","Bethune-Cookman","26","38","Home"
"270","Hampton","10/13/12","485","Norfolk St.","28","14","Home"
"270","Hampton","10/18/12","489","N.C. Central","20","37","Away"
"270","Hampton","10/27/12","632","Savannah St.","21","13","Home"
"270","Hampton","11/03/12","290","Howard","10","20","Away"
"270","Hampton","11/10/12","178","Delaware St.","27","35","Away"
"270","Hampton","11/17/12","446","Morgan St.","27","17","Away"
"275","Harvard","09/15/12","627","San Diego","28","13","Home"
"275","Harvard","09/22/12","80","Brown","45","31","Away"
"275","Harvard","09/28/12","285","Holy Cross","52","3","Home"
"275","Harvard","10/06/12","167","Cornell","45","13","Home"
"275","Harvard","10/13/12","83","Bucknell","35","7","Home"
"275","Harvard","10/20/12","554","Princeton","34","39","Away"
"275","Harvard","10/27/12","172","Dartmouth","31","14","Away"
"275","Harvard","11/03/12","158","Columbia","69","0","Home"
"275","Harvard","11/10/12","540","Penn","21","30","Away"
"275","Harvard","11/17/12","813","Yale","34","24","Home"
"285","Holy Cross","08/30/12","469","New Hampshire","17","38","Home"
"285","Holy Cross","09/15/12","80","Brown","21","24","Home"
"285","Holy Cross","09/22/12","172","Dartmouth","10","13","Home"
"285","Holy Cross","09/28/12","275","Harvard","3","52","Away"
"285","Holy Cross","10/06/12","83","Bucknell","13","6","Home"
"285","Holy Cross","10/13/12","153","Colgate","35","51","Away"
"285","Holy Cross","10/20/12","342","Lafayette","13","30","Away"
"285","Holy Cross","10/27/12","236","Fordham","32","36","Home"
"285","Holy Cross","11/03/12","352","Lehigh","35","36","Home"
"285","Holy Cross","11/10/12","748","Wagner","30","31","Away"
"285","Holy Cross","11/17/12","251","Georgetown","24","0","Away"
"290","Howard","09/01/12","445","Morehouse","30","29","Home"
"290","Howard","09/08/12","587","Rutgers","0","26","Away"
"290","Howard","09/15/12","485","Norfolk St.","37","36","Away"
"290","Howard","09/29/12","632","Savannah St.","56","9","Home"
"290","Howard","10/06/12","228","Florida A&M","17","10","Home"
"290","Howard","10/13/12","488","N.C. A&T","10","38","Away"
"290","Howard","10/20/12","446","Morgan St.","21","20","Home"
"290","Howard","10/27/12","647","South Carolina St.","23","41","Away"
"290","Howard","11/03/12","270","Hampton","20","10","Home"
"290","Howard","11/10/12","253","Ga. Southern","26","69","Away"
"290","Howard","11/17/12","178","Delaware St.","41","34","Home"
"294","Idaho St.","09/01/12","721","Air Force","21","49","Away"
"294","Idaho St.","09/08/12","30134","Black Hills St.","38","5","Home"
"294","Idaho St.","09/22/12","463","Nebraska","7","73","Away"
"294","Idaho St.","09/29/12","102","Sacramento St.","31","54","Home"
"294","Idaho St.","10/06/12","550","Portland St.","10","77","Away"
"294","Idaho St.","10/13/12","108","UC Davis","45","52","Home"
"294","Idaho St.","10/20/12","502","Northern Colo.","14","52","Away"
"294","Idaho St.","10/27/12","441","Montana","24","70","Away"
"294","Idaho St.","11/03/12","501","Northern Ariz.","10","50","Home"
"294","Idaho St.","11/10/12","90","Cal Poly","14","70","Away"
"294","Idaho St.","11/17/12","758","Weber St.","14","40","Home"
"299","Illinois St.","09/01/12","175","Dayton","56","14","Home"
"299","Illinois St.","09/08/12","204","Eastern Mich.","31","14","Away"
"299","Illinois St.","09/15/12","201","Eastern Ill.","54","51","Home"
"299","Illinois St.","09/22/12","771","Western Ill.","23","3","Away"
"299","Illinois St.","09/29/12","650","South Dakota","34","31","Away"
"299","Illinois St.","10/06/12","659","Southern Ill.","0","17","Home"
"299","Illinois St.","10/13/12","817","Youngstown St.","35","28","Home"
"299","Illinois St.","10/20/12","669","Missouri St.","17","24","Home"
"299","Illinois St.","10/27/12","504","UNI","33","21","Away"
"299","Illinois St.","11/03/12","305","Indiana St.","17","10","Away"
"299","Illinois St.","11/17/12","493","North Dakota St.","20","38","Home"
"299","Illinois St.","12/01/12","27","Appalachian St.","38","37","Away"
"299","Illinois St.","12/08/12","207","Eastern Wash.","35","51","Away"
"305","Indiana St.","09/01/12","306","Indiana","17","24","Away"
"305","Indiana St.","09/08/12","561","Quincy","44","0","Home"
"305","Indiana St.","09/15/12","189","Drake","27","10","Home"
"305","Indiana St.","09/22/12","649","South Dakota St.","10","24","Home"
"305","Indiana St.","09/29/12","659","Southern Ill.","24","3","Away"
"305","Indiana St.","10/06/12","669","Missouri St.","31","17","Home"
"305","Indiana St.","10/13/12","493","North Dakota St.","17","14","Away"
"305","Indiana St.","10/20/12","771","Western Ill.","23","7","Away"
"305","Indiana St.","10/27/12","650","South Dakota","45","14","Home"
"305","Indiana St.","11/03/12","299","Illinois St.","10","17","Home"
"305","Indiana St.","11/17/12","817","Youngstown St.","6","27","Away"
"314","Jackson St.","09/01/12","430","Mississippi St.","9","56","Away"
"314","Jackson St.","09/08/12","691","Tennessee St.","12","38","Neutral Site"
"314","Jackson St.","09/15/12","699","Texas Southern","45","35","Away"
"314","Jackson St.","09/22/12","665","Southern U.","21","28","Home"
"314","Jackson St.","09/29/12","553","Prairie View","34","13","Home"
"314","Jackson St.","10/06/12","2678","Ark.-Pine Bluff","24","34","Away"
"314","Jackson St.","10/13/12","7","Alabama St.","37","34","Away"
"314","Jackson St.","10/20/12","432","Mississippi Val.","14","7","Home"
"314","Jackson St.","11/03/12","261","Grambling","53","17","Away"
"314","Jackson St.","11/10/12","6","Alabama A&M","35","21","Home"
"314","Jackson St.","11/17/12","17","Alcorn St.","37","11","Away"
"314","Jackson St.","12/08/12","2678","Ark.-Pine Bluff","21","24","Neutral Site"
"315","Jacksonville St.","09/01/12","31","Arkansas","24","49","Away"
"315","Jacksonville St.","09/08/12","693","Chattanooga","27","24","Home"
"315","Jacksonville St.","09/22/12","202","Eastern Ky.","21","51","Away"
"315","Jacksonville St.","09/29/12","654","Southeast Mo. St.","31","16","Home"
"315","Jacksonville St.","10/06/12","692","Tennessee Tech","37","28","Away"
"315","Jacksonville St.","10/13/12","201","Eastern Ill.","28","31","Away"
"315","Jacksonville St.","10/20/12","691","Tennessee St.","31","28","Home"
"315","Jacksonville St.","10/27/12","454","Murray St.","38","35","Home"
"315","Jacksonville St.","11/03/12","695","Tenn.-Martin","47","49","Away"
"315","Jacksonville St.","11/10/12","43","Austin Peay","38","23","Home"
"315","Jacksonville St.","11/17/12","235","Florida","0","23","Away"
"316","Jacksonville","09/01/12","253","Ga. Southern","0","58","Away"
"316","Jacksonville","09/08/12","48","Charleston So.","31","10","Away"
"316","Jacksonville","09/15/12","505632","Webber Int'l","33","10","Home"
"316","Jacksonville","09/22/12","175","Dayton","21","17","Away"
"316","Jacksonville","09/29/12","386","Marist","26","14","Home"
"316","Jacksonville","10/06/12","444","Morehead St.","38","17","Away"
"316","Jacksonville","10/13/12","173","Davidson","34","24","Away"
"316","Jacksonville","10/20/12","627","San Diego","7","24","Home"
"316","Jacksonville","11/03/12","87","Butler","16","19","Away"
"316","Jacksonville","11/10/12","115","Campbell","40","14","Home"
"316","Jacksonville","11/17/12","189","Drake","29","32","Home"
"317","James Madison","09/01/12","600","St. Francis (PA)","55","7","Home"
"317","James Madison","09/08/12","17","Alcorn St.","42","3","Home"
"317","James Madison","09/15/12","768","West Virginia","12","42","Away"
"317","James Madison","09/22/12","572","Rhode Island","32","7","Away"
"317","James Madison","10/06/12","711","Towson","13","10","Home"
"317","James Madison","10/13/12","786","William & Mary","27","26","Home"
"317","James Madison","10/20/12","575","Richmond","29","35","Away"
"317","James Madison","10/27/12","254","Georgia St.","28","21","Home"
"317","James Madison","11/03/12","380","Maine","31","7","Away"
"317","James Madison","11/10/12","739","Villanova","20","35","Away"
"317","James Madison","11/17/12","523","Old Dominion","28","38","Home"
"342","Lafayette","09/08/12","786","William & Mary","17","14","Away"
"342","Lafayette","09/15/12","540","Penn","28","21","Home"
"342","Lafayette","09/22/12","83","Bucknell","20","14","Away"
"342","Lafayette","09/29/12","579","Robert Morris","28","31","Away"
"342","Lafayette","10/06/12","554","Princeton","14","35","Home"
"342","Lafayette","10/13/12","813","Yale","20","10","Away"
"342","Lafayette","10/20/12","285","Holy Cross","30","13","Home"
"342","Lafayette","10/27/12","251","Georgetown","17","20","Home"
"342","Lafayette","11/03/12","153","Colgate","41","65","Away"
"342","Lafayette","11/10/12","236","Fordham","27","36","Away"
"342","Lafayette","11/17/12","352","Lehigh","21","38","Home"
"346","Lamar","09/01/12","671","La.-Lafayette","0","40","Away"
"346","Lamar","09/08/12","553","Prairie View","31","0","Home"
"346","Lamar","09/15/12","277","Hawaii","2","54","Away"
"346","Lamar","09/22/12","506054","Langston","31","0","Home"
"346","Lamar","09/29/12","655","Southeastern La.","21","31","Home"
"346","Lamar","10/06/12","508","Northwestern St.","23","30","Away"
"346","Lamar","10/13/12","8530","McMurry","52","21","Home"
"346","Lamar","10/20/12","1004","Central Ark.","14","24","Away"
"346","Lamar","10/27/12","624","Sam Houston St.","7","56","Home"
"346","Lamar","11/03/12","676","Stephen F. Austin","26","40","Away"
"346","Lamar","11/10/12","483","Nicholls St.","34","24","Home"
"346","Lamar","11/17/12","402","McNeese St.","0","35","Away"
"352","Lehigh","09/01/12","439","Monmouth","27","17","Home"
"352","Lehigh","09/08/12","127","Central Conn. St.","35","14","Away"
"352","Lehigh","09/15/12","554","Princeton","17","14","Home"
"352","Lehigh","09/22/12","355","Liberty","28","26","Away"
"352","Lehigh","09/29/12","236","Fordham","34","31","Home"
"352","Lehigh","10/06/12","158","Columbia","35","14","Home"
"352","Lehigh","10/13/12","251","Georgetown","17","14","Away"
"352","Lehigh","10/20/12","83","Bucknell","42","19","Home"
"352","Lehigh","11/03/12","285","Holy Cross","36","35","Away"
"352","Lehigh","11/10/12","153","Colgate","24","35","Home"
"352","Lehigh","11/17/12","342","Lafayette","38","21","Away"
"355","Liberty","09/01/12","749","Wake Forest","17","20","Away"
"355","Liberty","09/08/12","485","Norfolk St.","24","31","Home"
"355","Liberty","09/15/12","441","Montana","14","34","Away"
"355","Liberty","09/22/12","352","Lehigh","26","28","Home"
"355","Liberty","10/06/12","1092","Gardner-Webb","42","35","Home"
"355","Liberty","10/13/12","1320","Presbyterian","56","7","Away"
"355","Liberty","10/20/12","1028","Concord","21","13","Home"
"355","Liberty","10/27/12","149","Coastal Caro.","12","36","Away"
"355","Liberty","11/03/12","48","Charleston So.","26","12","Home"
"355","Liberty","11/10/12","683","Stony Brook","28","14","Home"
"355","Liberty","11/17/12","741","VMI","33","14","Away"
"380","Maine","09/08/12","67","Boston College","3","34","Away"
"380","Maine","09/15/12","81","Bryant","51","7","Away"
"380","Maine","09/22/12","14","Albany (NY)","20","30","Home"
"380","Maine","09/29/12","739","Villanova","14","35","Home"
"380","Maine","10/06/12","180","Delaware","26","3","Away"
"380","Maine","10/13/12","711","Towson","19","24","Away"
"380","Maine","10/20/12","469","New Hampshire","21","28","Home"
"380","Maine","10/27/12","786","William & Mary","24","10","Away"
"380","Maine","11/03/12","317","James Madison","7","31","Home"
"380","Maine","11/10/12","254","Georgia St.","51","7","Home"
"380","Maine","11/17/12","572","Rhode Island","55","6","Away"
"386","Marist","09/01/12","81","Bryant","35","10","Away"
"386","Marist","09/08/12","83","Bucknell","17","19","Home"
"386","Marist","09/15/12","158","Columbia","9","10","Away"
"386","Marist","09/22/12","173","Davidson","34","21","Home"
"386","Marist","09/29/12","316","Jacksonville","14","26","Away"
"386","Marist","10/13/12","87","Butler","14","17","Home"
"386","Marist","10/20/12","189","Drake","27","34","Away"
"386","Marist","10/27/12","735","Valparaiso","44","7","Away"
"386","Marist","11/10/12","175","Dayton","17","21","Home"
"386","Marist","11/17/12","115","Campbell","28","7","Away"
"386","Marist","12/01/12","627","San Diego","10","34","Home"
"402","McNeese St.","08/30/12","419","Middle Tenn.","27","21","Away"
"402","McNeese St.","09/08/12","8530","McMurry","69","7","Home"
"402","McNeese St.","09/15/12","758","Weber St.","35","21","Away"
"402","McNeese St.","09/22/12","655","Southeastern La.","24","25","Away"
"402","McNeese St.","09/29/12","508","Northwestern St.","30","22","Home"
"402","McNeese St.","10/13/12","1004","Central Ark.","26","27","Home"
"402","McNeese St.","10/20/12","624","Sam Houston St.","10","45","Away"
"402","McNeese St.","10/27/12","676","Stephen F. Austin","35","24","Home"
"402","McNeese St.","11/03/12","483","Nicholls St.","42","10","Away"
"402","McNeese St.","11/10/12","706","UTSA","24","31","Away"
"402","McNeese St.","11/17/12","346","Lamar","35","0","Home"
"432","Mississippi Val.","09/01/12","506112","Concordia-Selma","19","20","Home"
"432","Mississippi Val.","09/08/12","7","Alabama St.","7","29","Away"
"432","Mississippi Val.","09/13/12","665","Southern U.","6","0","Away"
"432","Mississippi Val.","09/22/12","508","Northwestern St.","14","45","Away"
"432","Mississippi Val.","10/06/12","6","Alabama A&M","0","35","Home"
"432","Mississippi Val.","10/13/12","261","Grambling","45","21","Home"
"432","Mississippi Val.","10/20/12","314","Jackson St.","7","14","Away"
"432","Mississippi Val.","10/27/12","2678","Ark.-Pine Bluff","0","10","Away"
"432","Mississippi Val.","11/03/12","17","Alcorn St.","33","9","Home"
"432","Mississippi Val.","11/10/12","553","Prairie View","22","20","Home"
"432","Mississippi Val.","11/17/12","699","Texas Southern","34","3","Away"
"439","Monmouth","09/01/12","352","Lehigh","17","27","Away"
"439","Monmouth","09/08/12","572","Rhode Island","41","6","Home"
"439","Monmouth","09/15/12","748","Wagner","38","17","Away"
"439","Monmouth","09/22/12","590","Sacred Heart","27","14","Home"
"439","Monmouth","09/29/12","14","Albany (NY)","24","55","Away"
"439","Monmouth","10/13/12","167","Cornell","38","41","Away"
"439","Monmouth","10/20/12","81","Bryant","24","27","Home"
"439","Monmouth","10/27/12","194","Duquesne","28","27","Away"
"439","Monmouth","11/10/12","600","St. Francis (PA)","31","45","Home"
"439","Monmouth","11/17/12","579","Robert Morris","26","21","Away"
"440","Montana St.","08/30/12","1012","Chadron St.","33","6","Home"
"440","Montana St.","09/08/12","189","Drake","34","24","Away"
"440","Montana St.","09/15/12","676","Stephen F. Austin","43","35","Home"
"440","Montana St.","09/22/12","502","Northern Colo.","41","16","Home"
"440","Montana St.","09/29/12","667","Southern Utah","24","17","Away"
"440","Montana St.","10/06/12","108","UC Davis","48","41","Away"
"440","Montana St.","10/13/12","207","Eastern Wash.","24","27","Home"
"440","Montana St.","10/27/12","494","North Dakota","55","10","Home"
"440","Montana St.","11/03/12","102","Sacramento St.","20","17","Away"
"440","Montana St.","11/10/12","550","Portland St.","65","30","Home"
"440","Montana St.","11/17/12","441","Montana","16","7","Away"
"440","Montana St.","12/01/12","683","Stony Brook","16","10","Home"
"440","Montana St.","12/07/12","624","Sam Houston St.","16","34","Home"
"441","Montana","09/01/12","650","South Dakota","35","24","Home"
"441","Montana","09/08/12","27","Appalachian St.","27","35","Away"
"441","Montana","09/15/12","355","Liberty","34","14","Home"
"441","Montana","09/22/12","501","Northern Ariz.","31","41","Home"
"441","Montana","09/29/12","207","Eastern Wash.","26","32","Away"
"441","Montana","10/06/12","502","Northern Colo.","40","17","Away"
"441","Montana","10/13/12","667","Southern Utah","20","30","Home"
"441","Montana","10/20/12","494","North Dakota","34","40","Away"
"441","Montana","10/27/12","294","Idaho St.","70","24","Home"
"441","Montana","11/03/12","758","Weber St.","24","21","Away"
"441","Montana","11/17/12","440","Montana St.","7","16","Home"
"444","Morehead St.","08/30/12","30164","Southern Va.","55","0","Home"
"444","Morehead St.","09/08/12","202","Eastern Ky.","17","24","Away"
"444","Morehead St.","09/15/12","600","St. Francis (PA)","23","57","Home"
"444","Morehead St.","09/22/12","189","Drake","25","28","Away"
"444","Morehead St.","10/06/12","316","Jacksonville","17","38","Home"
"444","Morehead St.","10/13/12","175","Dayton","27","41","Away"
"444","Morehead St.","10/20/12","87","Butler","35","39","Away"
"444","Morehead St.","10/27/12","115","Campbell","70","28","Home"
"444","Morehead St.","11/03/12","173","Davidson","49","14","Home"
"444","Morehead St.","11/10/12","627","San Diego","28","41","Away"
"444","Morehead St.","11/17/12","735","Valparaiso","76","24","Home"
"446","Morgan St.","09/01/12","590","Sacred Heart","30","27","Home"
"446","Morgan St.","09/08/12","86","Buffalo","34","56","Away"
"446","Morgan St.","09/15/12","5","Akron","6","66","Away"
"446","Morgan St.","09/27/12","488","N.C. A&T","21","18","Away"
"446","Morgan St.","10/06/12","632","Savannah St.","45","6","Away"
"446","Morgan St.","10/13/12","489","N.C. Central","20","24","Home"
